Date,equity_curve,daily_return,drawdown,signal_AUD,signal_CAD,signal_CHF,signal_EUR,signal_GBP,signal_JPY,signal_NZD
2014-08-29,0.9075086321003573,0.0009363589025242203,-9.914812587682453,1,1,-1,-1,0,0,0
2014-09-01,0.9083930143133745,0.0009745165850052195,-9.827023078485842,1,1,-1,-1,0,0,0
2014-09-02,0.9086933143640745,0.00033058383977899175,-9.797213349530836,1,1,-1,-1,0,0,0
2014-09-03,0.9060935584495999,-0.0028609827687506584,-10.055281967831124,1,1,-1,-1,0,0,0
2014-09-04,0.9077119828767939,0.001786155979260351,-9.894626671915088,1,1,-1,-1,0,0,0
2014-09-05,0.9151275185054392,0.008169480813884855,-9.158512553283375,1,1,-1,-1,0,0,0
2014-09-08,0.9149754118991862,-0.00016621356387722108,-9.173611640659807,1,1,-1,-1,0,0,0
2014-09-09,0.9132278467178551,-0.001909958626870406,-9.347086284654207,1,1,-1,-1,0,0,0
2014-09-10,0.9097886543591014,-0.003765974034972863,-9.68848280390084,1,1,-1,-1,0,0,0
2014-09-11,0.9106178239976698,0.0009113870947890235,-9.606174052617495,1,1,-1,-1,0,0,0
2014-09-12,0.9070618690516444,-0.0039049915917684364,-9.959161182889801,1,1,-1,-1,0,0,-1
2014-09-15,0.9043841920044766,-0.002952033525527198,-10.224964757744502,1,1,0,-1,0,0,-1
2014-09-16,0.9052826143189692,0.0009934078043772332,-10.135781537096612,1,1,0,-1,0,0,-1
2014-09-17,0.9073511008094944,0.0022849068984732712,-9.930450164404823,1,1,0,-1,0,0,-1
2014-09-18,0.9079287821233984,0.0006366678933751591,-9.873105773853744,1,1,0,-1,0,0,-1
2014-09-19,0.907187558901976,-0.0008163891662174572,-9.946684393884787,1,1,0,-1,0,0,-1
2014-09-22,0.9075498279110296,0.0003993319854298516,-9.910723224569258,1,1,0,-1,0,0,-1
2014-09-23,0.9048756412231949,-0.002946600402084859,-10.176180323739278,1,1,0,-1,0,0,-1
2014-09-24,0.9045271344225246,-0.0003851433111837499,-10.210775367072566,1,1,0,-1,0,0,-1
2014-09-25,0.9063160407006241,0.0019777253882400647,-10.033196937925634,1,1,0,-1,0,0,-1
2014-09-26,0.9079955986952616,0.0018531703282433643,-9.866473127964076,1,1,0,-1,0,0,-1
2014-09-29,0.9089285923327735,0.0010275310132038251,-9.773858133773627,1,1,0,-1,0,0,-1
2014-09-30,0.9109934723149908,0.002271773602058186,-9.568884766466388,1,1,0,-1,0,0,-1
2014-10-01,0.910415185993827,-0.0006347864597693875,-9.626289213958481,1,1,0,-1,0,0,-1
2014-10-02,0.9125842391973527,0.0023824879427487566,-9.410974937669273,1,1,0,-1,0,0,-1
2014-10-03,0.9097284560567871,-0.0031293364687924874,-9.694458477469185,1,1,0,-1,0,0,-1
2014-10-06,0.9117190297406875,0.0021880965365518035,-9.496861234832304,1,1,0,-1,0,0,-1
2014-10-07,0.911389745266549,-0.00036116880683312313,-9.529548145474772,1,1,0,-1,0,0,-1
2014-10-08,0.912014402984184,0.0006853903293067565,-9.467540572685675,1,1,0,-1,0,0,-1
2014-10-09,0.9101768109207082,-0.0020148717580151243,-9.649951868369412,1,1,0,-1,0,0,-1
2014-10-10,0.9088711552395318,-0.0014345077412548646,-9.77955971183699,-1,1,0,-1,1,0,-1
2014-10-13,0.9115664776627139,0.0029655715308422705,-9.512004542618351,-1,1,0,0,1,0,-1
2014-10-14,0.9076933302111154,-0.004248891931095761,-9.896478256378252,-1,1,0,0,1,0,-1
2014-10-15,0.9053350992166728,-0.002598048168861361,-10.130571546052227,-1,1,0,0,1,0,-1
2014-10-16,0.9017455130008024,-0.003964925494412186,-10.486897134097536,-1,1,0,0,1,0,-1
2014-10-17,0.9043449262285821,0.0028826461460610964,-10.228862533099168,-1,1,0,0,1,0,-1
2014-10-20,0.904572189917976,0.0002513020008214628,-10.206302866637719,-1,1,0,0,1,0,-1
2014-10-21,0.9039243440194333,-0.0007161903779083489,-10.270612248521447,-1,1,0,0,1,0,-1
2014-10-22,0.9047213642993276,0.0008817333941356642,-10.191494850905608,-1,1,0,0,1,0,-1
2014-10-23,0.9065751184765759,0.002048978006266078,-10.007479199079485,-1,1,0,0,1,0,-1
2014-10-24,0.9079255448121325,0.0014895912186801696,-9.873427130347546,-1,1,0,0,1,0,-1
2014-10-27,0.9066047995907975,-0.0014546845045628476,-10.00453285935038,-1,1,0,0,1,0,-1
2014-10-28,0.9058158099226354,-0.00087026857625086,-10.082853086407905,-1,1,0,0,1,0,-1
2014-10-29,0.905238447809285,-0.0006373946082921522,-10.140165791043641,-1,1,0,0,1,0,-1
2014-10-30,0.909229560542311,0.004408907667018236,-9.743982079042791,-1,1,0,0,1,0,-1
2014-10-31,0.905927661380822,-0.003631535208247605,-10.071749985878977,-1,1,0,0,1,0,-1
2014-11-03,0.9073654414428887,0.001587080429661658,-9.929026620207848,-1,1,0,0,1,0,-1
2014-11-04,0.9087224846926322,0.001495586218916961,-9.794317713696593,-1,1,0,0,1,0,-1
2014-11-05,0.9043665783299195,-0.004793439621102763,-10.226713205216372,-1,1,0,0,1,0,-1
2014-11-06,0.9114165577690628,0.007795488696809766,-9.526886562732184,-1,1,0,0,1,0,-1
2014-11-07,0.91007921853997,-0.0014673194355459274,-9.659639520473032,-1,1,0,0,1,-1,-1
2014-11-10,0.9077452684147147,-0.002564557104160281,-9.8913225337332,0,1,0,0,1,-1,-1
2014-11-11,0.9069259034538806,-0.0009026375452940161,-9.972658009171042,0,1,0,0,1,-1,-1
2014-11-12,0.9086919169765028,0.0019472522682356386,-9.797352063276179,0,1,0,0,1,-1,-1
2014-11-13,0.9052039750782028,-0.0038384207376967183,-10.14358777771165,0,1,0,0,1,-1,-1
2014-11-14,0.9034029892104624,-0.001989591205214164,-10.32236530520121,0,1,0,0,1,-1,-1
2014-11-17,0.9050260099355597,0.0017965633770103961,-10.161253750971607,0,1,0,0,1,-1,-1
2014-11-18,0.9042483418839515,-0.0008592770186389709,-10.238450121006737,0,1,0,0,1,-1,-1
2014-11-19,0.9046112104121445,0.0004012929981569713,-10.202429439536587,0,1,0,0,1,-1,-1
2014-11-20,0.9092384392399769,0.005115157511395713,-9.743100721979152,0,1,0,0,1,-1,-1
2014-11-21,0.9096641849850124,0.0004682443313674678,-9.700838440525414,0,1,0,0,1,-1,-1
2014-11-24,0.9088152079713971,-0.0009332861814597415,-9.785113400206269,0,1,0,0,1,-1,-1
2014-11-25,0.9105712347939243,0.0019322154901511013,-9.610798798875928,0,1,0,0,1,-1,-1
2014-11-26,0.9112708550490066,0.0007683311621859146,-9.54134995886801,0,1,0,0,1,-1,-1
2014-11-27,0.9105000319165211,-0.0008458770827737827,-9.617866857876448,0,1,0,0,1,-1,-1
2014-11-28,0.9088025777216263,-0.001864309868635311,-9.786367160641623,0,1,0,0,1,-1,-1
2014-12-01,0.9087824214374144,-2.2178947007817085e-05,-9.788368004023756,0,1,0,0,1,-1,-1
2014-12-02,0.9100919198693685,0.001440937237631723,-9.658378704213238,0,1,0,0,1,-1,-1
2014-12-03,0.9107261310277073,0.0006968649479162925,-9.595422794994283,0,1,0,0,1,-1,-1
2014-12-04,0.9147993513891106,0.004472497518882956,-9.19108854774923,0,1,0,0,1,-1,-1
2014-12-05,0.9132742123459459,-0.0016671842200683962,-9.342483731964013,-1,1,0,0,1,-1,-1
2014-12-08,0.9176733949041594,0.004816935043981197,-8.905792364852207,-1,1,0,0,1,-1,0
2014-12-09,0.9167348661935902,-0.001022726294323123,-8.9989568062612,-1,1,0,0,1,-1,0
2014-12-10,0.9155986041678819,-0.0012394663578426668,-9.111749537828427,-1,1,0,0,1,-1,0
2014-12-11,0.9117908404880459,-0.004158769642617077,-9.489732834721082,-1,1,0,0,1,-1,0
2014-12-12,0.9150603081609964,0.0035857649888217102,-9.165184287590916,-1,1,0,0,1,-1,0
2014-12-15,0.9138696800684333,-0.0013011471287131815,-9.28337374724231,-1,1,0,0,1,-1,0
2014-12-16,0.9099016627565857,-0.004341994704923913,-9.67726485808034,-1,1,0,0,1,-1,0
2014-12-17,0.9093385239937933,-0.0006189006854722123,-9.733165660773398,-1,1,0,0,1,-1,0
2014-12-18,0.9137084332988388,0.004805591305923063,-9.299380146459619,-1,1,0,0,1,-1,0
2014-12-19,0.9150995821439142,0.0015225303766243647,-9.161285697553938,-1,1,0,0,1,-1,0
2014-12-22,0.9156599578983055,0.00061236587287955,-9.105659168978864,-1,1,0,0,1,-1,0
2014-12-23,0.9163082603643351,0.0007080166173452085,-9.041304465247858,-1,1,0,0,1,-1,0
2014-12-24,0.9173700281550652,0.0011587451916105218,-8.935906514161807,-1,1,0,0,1,-1,0
2014-12-25,0.9172915460211651,-8.555122959258421e-05,-8.943697159331256,-1,1,0,0,1,-1,0
2014-12-26,0.9173679729003316,8.331798052430006e-05,-8.93611053206457,-1,1,0,0,1,-1,0
2014-12-29,0.9168829036541982,-0.0005287619150249334,-8.984261648649255,-1,1,0,0,1,-1,0
2014-12-30,0.9159442871859301,-0.0010237037516212522,-9.077434801456102,-1,1,0,0,1,-1,0
2014-12-31,0.9138678627136844,-0.002266976825222755,-9.283554149651014,-1,1,0,0,1,-1,0
2015-01-01,0.9146146750227333,0.0008171994437262409,-9.209420720565284,-1,1,0,0,1,-1,0
2015-01-02,0.9147974782248194,0.00019986908922228763,-9.191274490174745,-1,1,0,0,1,-1,1
2015-01-05,0.9089208731997844,-0.006423940997780852,-9.774624384933539,-1,0,0,0,1,-1,1
2015-01-06,0.9067187318149774,-0.002422808684164668,-9.993223208505746,-1,0,0,0,1,-1,1
2015-01-07,0.9054490092282031,-0.0014003489088977028,-10.11926410017912,-1,0,0,0,1,-1,1
2015-01-08,0.9069594774766084,0.00166819802441745,-9.969325234117846,-1,0,0,0,1,-1,1
2015-01-09,0.9077719370678294,0.0008958058341057284,-9.888675230414096,-1,0,0,0,1,-1,1
2015-01-12,0.9042222440673731,-0.003910335686209965,-10.241040759392273,-1,0,0,0,1,-1,1
2015-01-13,0.9037785184731332,-0.0004907262535854828,-10.285087837186154,-1,0,0,0,1,-1,1
2015-01-14,0.901497322403719,-0.002524065379721635,-10.511534141021077,-1,0,0,0,1,-1,1
2015-01-15,0.9015919121411086,0.00010492514513224527,-10.502144550753163,-1,0,0,0,1,-1,1
2015-01-16,0.8998833269697766,-0.0018950759743112666,-10.671749786367418,-1,0,0,0,1,-1,1
2015-01-19,0.9006155972326182,0.0008137391158332952,-10.599059895019629,-1,0,0,0,1,-1,1
2015-01-20,0.8999682921729597,-0.0007187362306931844,-10.663315589731113,-1,0,0,0,1,-1,1
2015-01-21,0.900192659219946,0.00024930550213558833,-10.641043462765085,-1,0,0,0,1,-1,1
2015-01-22,0.8982355873672571,-0.002174058889110264,-10.835315096546475,-1,0,0,0,1,-1,1
2015-01-23,0.8982808752167711,5.041867651539578e-05,-10.830819531141731,-1,0,0,0,1,-1,1
2015-01-26,0.8967453775565285,-0.001709373652057422,-10.983242978810752,-1,0,0,0,1,-1,1
2015-01-27,0.8995128755113916,0.0030861580378636067,-10.70852319862526,-1,0,0,0,1,-1,1
2015-01-28,0.9001579676222273,0.0007171571729520376,-10.64448717555367,-1,0,0,0,1,-1,1
2015-01-29,0.8960237668158537,-0.004592750333915319,-11.054874736915329,-1,0,0,0,1,-1,1
2015-01-30,0.898196171271268,0.0024244942331543007,-10.839227793647783,-1,-1,1,0,1,1,1
2015-02-02,0.900259959316987,0.00229770300935254,-10.63436281903305,-1,-1,1,0,0,1,0
2015-02-03,0.8956617106463082,-0.0051076898656777225,-11.090814778402109,-1,-1,1,0,0,1,0
2015-02-04,0.8946523273086189,-0.0011269693966943217,-11.191012709231877,-1,-1,1,0,0,1,0
2015-02-05,0.8975037281366399,0.003187160800887684,-10.907964186172201,-1,-1,1,0,0,1,0
2015-02-06,0.8943233403724079,-0.0035435928169736397,-11.223670084331635,-1,-1,1,0,0,1,0
2015-02-09,0.8931638918731207,-0.001296453359703631,-11.338764455512962,-1,-1,1,0,0,1,0
2015-02-10,0.892472301872405,-0.0007743147780697734,-11.407416160436988,-1,-1,1,0,0,1,0
2015-02-11,0.8929149339591518,0.0004959617075152578,-11.363477631282723,-1,-1,1,0,0,1,0
2015-02-12,0.8932199909199364,0.000341641682967575,-11.333195700608286,-1,-1,1,0,0,1,0
2015-02-13,0.8923653808759837,-0.0009567744258304478,-11.418029831382057,-1,-1,1,0,0,1,0
2015-02-16,0.891349894815798,-0.0011379711516699698,-11.518833557992025,-1,-1,1,0,0,1,0
2015-02-17,0.8919362087259816,0.0006577819929005913,-11.460632239995638,-1,-1,1,0,0,1,0
2015-02-18,0.8866295479513742,-0.005949596756686604,-11.987405775259639,-1,-1,1,0,0,1,0
2015-02-19,0.887489652623689,0.0009700834743238129,-11.902026212069854,-1,-1,1,0,0,1,0
2015-02-20,0.8861627413204348,-0.0014951287593397977,-12.033744026319749,-1,-1,1,0,0,1,0
2015-02-23,0.8873890555938858,0.0013838477023121742,-11.91201212510956,-1,-1,1,0,0,1,0
2015-02-24,0.8874006245128788,1.3037031412727051e-05,-11.91086371924456,-1,-1,1,0,0,1,0
2015-02-25,0.8852150929085315,-0.002462846592593937,-12.127813748378165,-1,-1,1,0,0,1,0
2015-02-26,0.88313216240727,-0.0023530219016235643,-12.334578927171776,-1,-1,1,0,0,1,0
2015-02-27,0.8846143686443163,0.0016783515538671134,-12.187445531493776,-1,-1,1,-1,0,1,0
2015-03-02,0.8849386494131581,0.0003665786814414096,-12.155255321062702,0,-1,1,-1,0,1,0
2015-03-03,0.8833669745981263,-0.0017760268647707966,-12.311269947541435,0,-1,1,-1,0,1,0
2015-03-04,0.8828325152806722,-0.0006050252418563773,-12.364323842649496,0,-1,1,-1,0,1,0
2015-03-05,0.8831463613173675,0.000355498955082717,-12.333169451347596,0,-1,1,-1,0,1,0
2015-03-06,0.8821204519135246,-0.001161652755170245,-12.435007866591476,0,-1,1,-1,0,1,0
2015-03-09,0.8842511355006395,0.002415411163512876,-12.22350240705953,0,-1,1,-1,0,1,0
2015-03-10,0.8830021088972675,-0.0014125247378561634,-12.347488881311925,0,-1,1,-1,0,1,0
2015-03-11,0.884738760209072,0.0019667578302540734,-12.175097618727815,0,-1,1,-1,0,1,0
2015-03-12,0.8860792615205653,0.0015151379952839106,-12.04203077219784,0,-1,1,-1,0,1,0
2015-03-13,0.8851834232095503,-0.0010110137432600141,-12.130957487916385,0,-1,1,-1,0,1,0
2015-03-16,0.8894546622135264,0.00482525868874617,-11.706966627063135,0,-1,1,-1,0,1,0
2015-03-17,0.8864862515252342,-0.003337337825522174,-12.001630307068728,0,-1,1,-1,0,1,0
2015-03-18,0.8868144188795605,0.0003701888819614141,-11.969054288977675,0,-1,1,-1,0,1,0
2015-03-19,0.8851944123409994,-0.0018267706343880752,-12.12986663551998,0,-1,1,-1,0,1,0
2015-03-20,0.8882600344333204,0.003463218982837385,-11.825553121627657,0,-1,1,-1,0,1,0
2015-03-23,0.8869953417332872,-0.0014237865613755951,-11.951094714149805,0,-1,1,-1,0,1,0
2015-03-24,0.8866662235842472,-0.0003710483398896569,-11.983765114285225,0,-1,1,-1,0,1,0
2015-03-25,0.8887330810406493,0.002331043408924538,-11.778595450076521,0,-1,1,-1,0,1,0
2015-03-26,0.8881816007020578,-0.0006205241487644841,-11.833338962037665,0,-1,1,-1,0,1,0
2015-03-27,0.8888144245751441,0.0007124937879666449,-11.770520763742367,0,-1,1,-1,0,1,0
2015-03-30,0.8914381048766761,0.0029518876257954296,-11.510077255754474,0,-1,1,-1,0,1,0
2015-03-31,0.890874995816222,-0.0006316861006654684,-11.565975110000968,0,-1,1,-1,0,1,0
2015-04-01,0.8919016484105632,0.0011524092596184865,-11.4640629208524,0,-1,1,-1,0,1,0
2015-04-02,0.8920892276714365,0.00021031384032932365,-11.445442587918127,0,-1,1,-1,0,1,0
2015-04-03,0.8903553540231126,-0.0019436101171737274,-11.61755812162609,0,-1,1,-1,0,1,0
2015-04-06,0.8896020513332845,-0.0008460697028710995,-11.692335827965154,0,-1,1,-1,0,1,0
2015-04-07,0.8883717222488324,-0.001383010619870062,-11.814466265330994,0,-1,1,-1,0,1,0
2015-04-08,0.8878827858584311,-0.0005503736534563375,-11.86300125971454,0,-1,1,-1,0,1,0
2015-04-09,0.8895796387165605,0.0019111225999149384,-11.694560649533305,0,-1,1,-1,0,1,0
2015-04-10,0.8893013142730534,-0.00031287186823286683,-11.722188937318009,0,-1,1,-1,0,1,0
2015-04-13,0.8905520961029665,0.0014064769834907231,-11.598028227905404,0,-1,1,-1,0,1,0
2015-04-14,0.8924308676581685,0.002109670577862266,-11.411529189032805,0,-1,1,-1,0,1,0
2015-04-15,0.8910772329557614,-0.001516795027450335,-11.545899741048311,0,-1,1,-1,0,1,0
2015-04-16,0.8896233029383004,-0.0016316543209595746,-11.690226255942422,0,-1,1,-1,0,1,0
2015-04-17,0.8882363870570891,-0.0015589923022817365,-11.827900513425654,0,-1,1,-1,0,1,0
2015-04-20,0.8888806996771692,0.0007253841764069957,-11.76394186765751,0,-1,1,-1,0,1,0
2015-04-21,0.8887839160139844,-0.00010888262420363781,-11.77354924121634,0,-1,1,-1,0,1,0
2015-04-22,0.8890406580126329,0.0002888688622988411,-11.748063366760988,0,-1,1,-1,0,1,0
2015-04-23,0.8849441788377708,-0.004607752342867477,-12.154706434545384,0,-1,1,-1,0,1,0
2015-04-24,0.8853387130769641,0.0004458295208083496,-12.115542409409832,0,1,-1,-1,0,1,1
2015-04-27,0.8854420355675122,0.00011670391119458223,-12.10528594947579,0,1,-1,-1,0,0,1
2015-04-28,0.8876249758784324,0.002465367831244958,-11.888593148919158,0,1,-1,-1,0,0,1
2015-04-29,0.8898077881689216,0.002459160512387537,-11.671913056500063,0,1,-1,-1,0,0,1
2015-04-30,0.8800238402259439,-0.010995574632035349,-12.643131128592222,0,1,-1,-1,0,0,1
2015-05-01,0.8752614590388849,-0.005411650195563306,-13.115875945103973,0,1,-1,-1,0,0,1
2015-05-04,0.8720615056191477,-0.0036559971728345464,-13.43352405701287,0,1,-1,-1,0,0,1
2015-05-05,0.8745430607752636,0.002845619420334372,-13.187188811919604,0,1,-1,-1,0,0,1
2015-05-06,0.8715209183796754,-0.003455681636658381,-13.487186249368952,0,1,-1,-1,0,0,1
2015-05-07,0.8662493828894917,-0.006048662033246943,-14.010473021291759,0,1,-1,-1,0,0,1
2015-05-08,0.8666582239377663,0.00047196691432080384,-13.969888809579722,0,1,-1,-1,0,0,1
2015-05-11,0.869745486374542,0.0035622605907416616,-13.663427134868963,0,1,-1,-1,0,0,1
2015-05-12,0.86898230504061,-0.000877476624929846,-13.739185459434673,0,1,-1,-1,0,0,1
2015-05-13,0.8697846083840919,0.0009232677568093983,-13.659543630693255,0,1,-1,-1,0,0,1
2015-05-14,0.8689645468530557,-0.0009428328842927547,-13.740948252203081,0,1,-1,-1,0,0,1
2015-05-15,0.8651600525897716,-0.004378192731869207,-14.118607005623218,0,1,-1,-1,0,0,1
2015-05-18,0.8635033080982732,-0.0019149572227001033,-14.283066199433343,0,1,-1,-1,0,0,1
2015-05-19,0.8635155924278427,1.4226152296431538e-05,-14.281846777278714,0,1,-1,-1,0,0,1
2015-05-20,0.8675649095701208,0.00468933876560701,-13.879885318455157,0,1,-1,-1,0,0,1
2015-05-21,0.866934847762951,-0.0007262416912205139,-13.942429336189582,0,1,-1,-1,0,0,1
2015-05-22,0.8685679901418599,0.0018838121262780005,-13.780313041015063,0,1,1,-1,0,-1,-1
2015-05-25,0.8698249225438905,0.001447131849546146,-13.655541785958814,0,1,1,0,0,-1,-1
2015-05-26,0.8686397583271181,-0.001362531914245707,-13.773188865893705,0,1,1,0,0,-1,-1
2015-05-27,0.869739872089979,0.00126647871262478,-13.663984445134833,0,1,1,0,0,-1,-1
2015-05-28,0.8711584834339678,0.0016310754393492888,-13.523163890632011,0,1,1,0,0,-1,-1
2015-05-29,0.8751417734866032,0.0045724057429065434,-13.12775670857714,0,1,1,0,0,-1,-1
2015-06-01,0.8782123064353947,0.003508612023579216,-12.822955711249554,0,1,1,0,0,-1,-1
2015-06-02,0.8769183574680746,-0.001473389700688943,-12.951401470441098,0,1,1,0,0,-1,-1
2015-06-03,0.8784643515281343,0.001762985170618847,-12.797936082110326,0,1,1,0,0,-1,-1
2015-06-04,0.8783820061948925,-9.373781997934483e-05,-12.806110213479686,0,1,1,0,0,-1,-1
2015-06-05,0.8785698547039554,0.00021385741936666425,-12.787463153225401,0,1,1,0,0,-1,-1
2015-06-08,0.8825299002190818,0.0045073769534932084,-12.394363374586579,0,1,1,0,0,-1,-1
2015-06-09,0.8819724344954754,-0.0006316678035137024,-12.449701034649166,0,1,1,0,0,-1,-1
2015-06-10,0.8817321083165821,-0.0002724871770291848,-12.473557368462297,0,1,1,0,0,-1,-1
2015-06-11,0.8828051817833558,0.0012170062274610427,-12.367037142712203,0,1,1,0,0,-1,-1
2015-06-12,0.8843136918479662,0.0017087689285682772,-12.217292658663299,0,1,1,0,0,-1,-1
2015-06-15,0.8851654042044488,0.0009631337435280218,-12.132746171124612,0,1,1,0,0,-1,-1
2015-06-16,0.8850867588621288,-8.884818808596595e-05,-12.140553017419396,0,1,1,0,0,-1,-1
2015-06-17,0.8855443994475081,0.0005170573175984905,-12.095124647436894,0,1,1,0,0,-1,-1
2015-06-18,0.8924955118948517,0.007849535778985589,-11.405112183209672,0,1,1,0,0,-1,-1
2015-06-19,0.8905173903758038,-0.0022163937999509775,-11.601473343274163,0,1,1,0,1,-1,-1
2015-06-22,0.8906055243942134,9.896945232297227e-05,-11.59272458950479,0,0,1,0,1,-1,-1
2015-06-23,0.8912521074769886,0.0007260038985441308,-11.5285405628971,0,0,1,0,1,-1,-1
2015-06-24,0.8880293848444052,-0.003615949522640133,-11.848448894415963,0,0,1,0,1,-1,-1
2015-06-25,0.8868242537966412,-0.0013570846509489698,-11.968078011378694,0,0,1,0,1,-1,-1
2015-06-26,0.8862404469878793,-0.0006583117300441033,-12.026030458242127,0,0,1,0,1,-1,-1
2015-06-29,0.8848643905723733,-0.0015526897019684238,-12.1626267347909,0,0,1,0,1,-1,-1
2015-06-30,0.8884892341926112,0.004096496207620148,-11.802801268322654,0,0,1,0,1,-1,-1
2015-07-01,0.8869368500459297,-0.001747217734261286,-11.956900978058798,0,0,1,0,1,-1,-1
2015-07-02,0.8865871257802351,-0.00039430571147938687,-11.991616874859487,0,0,1,0,1,-1,-1
2015-07-03,0.8871580291820823,0.0006439337829824976,-11.93494530377955,0,0,1,0,1,-1,-1
2015-07-06,0.8863648207145912,-0.0008941005338388708,-12.013684316195985,0,0,1,0,1,-1,-1
2015-07-07,0.8878872256208754,0.0017175827274562572,-11.862560540124974,0,0,1,0,1,-1,-1
2015-07-08,0.8851026356434102,-0.0031361978155705628,-12.13897698522902,0,0,1,0,1,-1,-1
2015-07-09,0.8793971154429534,-0.006446167902674049,-12.705343891682947,0,0,1,0,1,-1,-1
2015-07-10,0.8793816293449146,-1.7609903156273754e-05,-12.70688114212307,0,0,1,0,1,-1,-1
2015-07-13,0.8857580696088124,0.007251050114212482,-12.073914362658693,0,0,1,0,1,-1,-1
2015-07-14,0.885778345419236,2.2890912450251877e-05,-12.071901654330276,0,0,1,0,1,-1,-1
2015-07-15,0.8882146593843989,0.0027504781278095414,-11.83005734301062,0,0,1,0,1,-1,-1
2015-07-16,0.8917128307780231,0.003938430149361211,-11.482806182582877,0,0,1,0,1,-1,-1
2015-07-17,0.8924750346257935,0.0008547638000288293,-11.407144889627604,0,-1,1,1,1,-1,-1
2015-07-20,0.891186544603783,-0.0014437266836832923,-11.535048758534144,0,-1,0,1,1,0,-1
2015-07-21,0.8888345620675325,-0.002639158490993776,-11.768521785758407,0,-1,0,1,1,0,-1
2015-07-22,0.888241940126887,-0.000666740432850782,-11.827349279734028,0,-1,0,1,1,0,-1
2015-07-23,0.8904444659192288,0.002479646245962086,-11.608712297378984,0,-1,0,1,1,0,-1
2015-07-24,0.8903463933267062,-0.0001101389208155168,-11.618447618416054,0,-1,0,1,1,0,-1
2015-07-27,0.8917599044650972,0.001587596860037399,-11.478133343369826,0,-1,0,1,1,0,-1
2015-07-28,0.8930937703234857,0.0014957679210622632,-11.345725174912284,0,-1,0,1,1,0,-1
2015-07-29,0.8884599044526337,-0.005188554690257863,-11.805712728367405,0,-1,0,1,1,0,-1
2015-07-30,0.8889644587858401,0.0005678976965395321,-11.755627395777896,0,-1,0,1,1,0,-1
2015-07-31,0.8906496439544764,0.0018956721519980402,-11.588344996061531,0,-1,0,1,1,0,-1
2015-08-03,0.8943874189820883,0.004196683907059406,-11.217309226310023,0,-1,0,1,1,0,-1
2015-08-04,0.8947004090127608,0.00034994905343002647,-11.186239807712797,0,-1,0,1,1,0,-1
2015-08-05,0.8946674440886615,-3.684465075376453e-05,-11.18951211968921,0,-1,0,1,1,0,-1
2015-08-06,0.8954771219552683,0.0009050042805922864,-11.10913824799604,0,-1,0,1,1,0,-1
2015-08-07,0.8930991847150892,-0.002655497479362612,-11.345187707316857,0,-1,0,1,1,0,-1
2015-08-10,0.8918368729621126,-0.0014134060075078614,-11.470492951605813,0,-1,0,1,1,0,-1
2015-08-11,0.891810585941004,-2.9475144957047394e-05,-11.473102371659031,0,-1,0,1,1,0,-1
2015-08-12,0.8958427471504798,0.004521320191799627,-11.072843921894627,0,-1,0,1,1,0,-1
2015-08-13,0.8946059916401218,-0.0013805497831980706,-11.195612287938667,0,-1,0,1,1,0,-1
2015-08-14,0.8979009039840896,0.003683087722145789,-10.868537937883694,-1,-1,0,1,1,0,-1
2015-08-17,0.8983208129514593,0.00046765624748397184,-10.826855052802967,-1,0,0,1,1,0,-1
2015-08-18,0.8956636143181121,-0.00295796178273644,-11.09062580760319,-1,0,0,1,1,0,-1
2015-08-19,0.8965284953390232,0.0009656315240286761,-11.004772113101344,-1,0,0,1,1,0,-1
2015-08-20,0.8976713641128944,0.0012747712758855445,-10.89132355290023,-1,0,0,1,1,0,-1
2015-08-21,0.8999833393921323,0.002575525266446138,-10.661821905251156,-1,0,0,1,1,0,-1
2015-08-24,0.9048672270079591,0.005426642252206043,-10.177015573267086,-1,0,0,1,1,0,-1
2015-08-25,0.9185710145871537,0.015144528578527272,-8.81668881860783,-1,0,0,1,1,0,-1
2015-08-26,0.9187830669222011,0.0002308502355070352,-8.795639129747293,-1,0,0,1,1,0,-1
2015-08-27,0.9116525729378423,-0.007760802567079311,-9.503458167717978,-1,0,0,1,1,0,-1
2015-08-28,0.9061219118680968,-0.0060666324364365976,-10.052467423783035,-1,0,0,1,1,0,-1
2015-08-31,0.9070764445796863,0.0010534263646949094,-9.957714321528004,-1,0,0,1,1,0,-1
2015-09-01,0.9113679192098537,0.004731105802395802,-9.531714741293612,-1,0,0,1,1,0,-1
2015-09-02,0.9163008752216163,0.005412694377084665,-9.042037562369314,-1,0,0,1,1,0,-1
2015-09-03,0.9116915124630435,-0.005030403094898356,-9.499592778121215,-1,0,0,1,1,0,-1
2015-09-04,0.9092713104508827,-0.0026546282147809908,-9.739837712581584,-1,0,0,1,1,0,-1
2015-09-07,0.9150680477644312,0.006375145951403538,-9.16441600440191,-1,0,0,1,1,0,-1
2015-09-08,0.916958511731794,0.0020659271974159676,-8.976756300932246,-1,0,0,1,1,0,-1
2015-09-09,0.9128889552207435,-0.004438103206397648,-9.38072685064979,-1,0,0,1,1,0,-1
2015-09-10,0.9187499022001204,0.0064202189607603655,-8.798931274966014,-1,0,0,1,1,0,-1
2015-09-11,0.916390337533408,-0.002568233924229002,-9.033156953591583,-1,0,0,1,1,1,-1
2015-09-14,0.9159313110573087,-0.0005009071541880461,-9.07872289606743,-1,0,0,1,0,1,-1
